sku,buyer_total_available,buyer_total_margin,buyer_total_future,buyer_total_system_locked,buyer_total_buyer_locked,buyer_distribution_json,seller_available,seller_discount_available,seller_distribution_json
W2225P156314,0,0,0,0,0,[],7,0,[]
